Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Coming Down,Five Finger Death Punch,American Capitalist (Deluxe),22VW5d6k6HT0SQ8MUEXuDz,55,https://p.scdn.co/mp3-preview/9ca8b5d376ad9cc8bf95a2f400eb60baf748f17e?cid=3502c8805da84b25aa0305556012150b,0.31,0.991,1,-2.927,0,0.488,0.000619,0.0,0.11,0.187,76.372,audio_features,241227,4
Criticize,Adelitas Way,Home School Valedictorian,6NdavLbxlTaCGvB0eOoXZw,48,,0.509,0.992,0,-3.099,0,0.0724,7.05e-05,0.158,0.35,0.479,119.957,audio_features,182160,4
Chalk Outline,Three Days Grace,Transit Of Venus,0XGV1bem5W9ICY2rgleryV,65,https://p.scdn.co/mp3-preview/d8579d7cb61586f842eacee2a20c9933d2ffa986?cid=3502c8805da84b25aa0305556012150b,0.59,0.792,7,-5.013,1,0.0603,0.000567,0.0,0.0448,0.663,153.023,audio_features,181987,4
Been Away Too Long,Soundgarden,King Animal,3W0fjPSYTOS4WnGt3Z1c9M,43,,0.475,0.971,9,-3.541,1,0.102,5.49e-05,0.0124,0.367,0.641,152.868,audio_features,216213,4
Heaven Nor Hell,Volbeat,Beyond Hell / Above Heaven,5Hgx4ssabqTTD1fmGFTmi2,61,,0.411,0.767,3,-4.211,1,0.056,0.000621,0.00842,0.134,0.659,134.408,audio_features,322613,4
Stand Up,All That Remains,A War You Cannot Win,1zZrUh5ScQM5n9Cp3uKPNe,41,,0.469,0.808,1,-4.572,0,0.0281,2.18e-05,0.0,0.0824,0.454,95.084,audio_features,240920,4
Hollow,Alice In Chains,The Devil Put Dinosaurs Here,1AaWRxEn9ZygdhiLmg3nVV,49,https://p.scdn.co/mp3-preview/6f4f50bda35b668b6330d5502ee97cff2a48de80?cid=3502c8805da84b25aa0305556012150b,0.453,0.825,6,-5.071,0,0.0352,2.2e-05,0.593,0.372,0.176,98.005,audio_features,341134,3
Bones,Young Guns,Bones,7GPj3fZpLZcG5UERy1VLKb,44,https://p.scdn.co/mp3-preview/64c171ce97309f143707618cfbf94fbee7b30518?cid=3502c8805da84b25aa0305556012150b,0.399,0.954,6,-3.123,0,0.0599,8.91e-06,0.304,0.146,0.452,156.998,audio_features,193813,4
Freak Like Me,Halestorm,The Strange Case of...,0AGJuICX9Uhne0ER96c4Rw,48,https://p.scdn.co/mp3-preview/0d4e96e81dff5909827d7dde8417fba2f7062a83?cid=3502c8805da84b25aa0305556012150b,0.524,0.958,2,-3.477,1,0.0566,0.000902,0.000227,0.152,0.427,130.0,audio_features,218267,4
The High Road,Three Days Grace,Transit Of Venus,5M7y0vJBmG5TDmOIBN9run,56,https://p.scdn.co/mp3-preview/8b4b58532d58a60e9d3954267197a2b9f6815c72?cid=3502c8805da84b25aa0305556012150b,0.442,0.88,1,-4.187,0,0.0761,0.0424,0.0,0.153,0.4,142.733,audio_features,193680,4
By Crooked Steps,Soundgarden,King Animal (Deluxe Version),0g63pVqj263CMsnm7H6BtN,40,,0.58,0.858,7,-4.577,1,0.0422,0.00103,0.00134,0.192,0.533,120.91,audio_features,240547,5
Vilify,Device,Device,1QunERqeFHWNSkzoQ9hb1R,39,https://p.scdn.co/mp3-preview/e06669397021940d66307cf976a248d0e1f7562f?cid=3502c8805da84b25aa0305556012150b,0.441,0.982,0,-3.95,1,0.178,0.0047,0.0,0.176,0.497,165.891,audio_features,219773,4
The Hangman's Body Count,Volbeat,Outlaw Gentlemen & Shady Ladies,3Kx9gD6qg0MbgQmBVtXTZz,46,,0.555,0.951,7,-5.297,0,0.0272,5.77e-05,0.00767,0.318,0.28,102.499,audio_features,315280,4
Stone,Alice In Chains,The Devil Put Dinosaurs Here,239X0US9LWyWV816gtVWEg,55,https://p.scdn.co/mp3-preview/1eb9c76c36d46c8abc84acc6019a46f9183a08b7?cid=3502c8805da84b25aa0305556012150b,0.456,0.867,1,-4.499,1,0.0399,6.1e-06,0.764,0.0914,0.558,75.991,audio_features,262891,4
Trenches,Pop Evil,Onyx,3heeIQ572hYc99vaSaSsoo,42,https://p.scdn.co/mp3-preview/cfdae43306f5037c4515b608a7e8b9cfa7c7e46f?cid=3502c8805da84b25aa0305556012150b,0.547,0.951,2,-3.8,0,0.055,0.000161,0.00634,0.21,0.593,100.006,audio_features,217876,4
Lift Me Up (feat. Rob Halford of Judas Priest),Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",1LHZMWefF9502NPfArRfvP,65,https://p.scdn.co/mp3-preview/39701627cb3487d1677509ee7a2141a54fed63b3?cid=3502c8805da84b25aa0305556012150b,0.508,0.988,1,-3.613,0,0.165,8.45e-05,0.0,0.209,0.174,75.018,audio_features,246209,4
Hail to the King,Avenged Sevenfold,Hail to the King,5anCkDvJ17aznvK5TED5uo,80,https://p.scdn.co/mp3-preview/658f53ebe57308e7fdfb755ff9ad30c99696eb6f?cid=3502c8805da84b25aa0305556012150b,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,audio_features,305907,4
Misery Loves My Company,Three Days Grace,Transit Of Venus,1We9y0dSphaMHt4owfGWpw,56,https://p.scdn.co/mp3-preview/6447053a9e0fc49102ce6c1742fe35e463d42062?cid=3502c8805da84b25aa0305556012150b,0.516,0.872,8,-5.102,1,0.0402,0.00139,0.0,0.258,0.556,99.936,audio_features,162293,4
Never Never,Korn,The Paradigm Shift (Deluxe),2vMZ3HdWC8vYVwngFfvIi7,52,https://p.scdn.co/mp3-preview/82a30f2a8736fd084a21f4736a7ab060d7d26ac9?cid=3502c8805da84b25aa0305556012150b,0.541,0.916,7,-4.839,1,0.0616,0.000358,2.09e-05,0.684,0.243,87.519,audio_features,221002,4
Lola Montez,Volbeat,Outlaw Gentlemen & Shady Ladies (Deluxe Version),3ear11tYbMEmNDm2lxZTqL,66,,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,audio_features,267680,4
Battle Born,Five Finger Death Punch,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",7x2gOLBT1ruFBNsxFmddWw,53,https://p.scdn.co/mp3-preview/3c9bd3b95a300bd4b3cf05e82623d456dbcf6435?cid=3502c8805da84b25aa0305556012150b,0.464,0.968,11,-4.036,1,0.117,0.000134,0.0,0.245,0.382,147.996,audio_features,223766,3
Deal with the Devil,Pop Evil,Onyx,43ZfQRcC6SORGJ4ZZf03pw,33,https://p.scdn.co/mp3-preview/9eabf480e1e3f8a40cc314a2300afcdcb8a8a843?cid=3502c8805da84b25aa0305556012150b,0.608,0.977,6,-3.761,1,0.0487,0.000228,0.0204,0.0697,0.507,115.976,audio_features,201432,4
Tired,Stone Sour,"House of Gold & Bones, Part 1",1q9ru9Wx2Q9Ez8irkGcyFa,58,https://p.scdn.co/mp3-preview/32dfe0f81aa659ff404fbfeb58a0d3126fa796c4?cid=3502c8805da84b25aa0305556012150b,0.312,0.934,3,-3.793,0,0.0683,0.000606,6.76e-05,0.115,0.471,201.991,audio_features,251840,4
Shepherd of Fire,Avenged Sevenfold,Hail to the King,1fQaoh3imrMunWVZh5kf90,73,https://p.scdn.co/mp3-preview/ccd91774a1903ae23f222cd5456543a4b8868278?cid=3502c8805da84b25aa0305556012150b,0.576,0.906,2,-7.677,1,0.0571,0.000332,0.0614,0.0908,0.211,127.935,audio_features,323800,4
Heaven Knows,The Pretty Reckless,Going to Hell,7F5jxmwf1uWVqh6nbYz7rl,60,https://p.scdn.co/mp3-preview/24f0f60f1582f9fb03a01a3695fd4a10bb7004bc?cid=3502c8805da84b25aa0305556012150b,0.54,0.801,2,-3.733,1,0.0475,0.0845,0.0,0.221,0.577,83.979,audio_features,224855,4
Take Out the Gunman,Chevelle,La Gárgola,5I1ueVGJA6VZRkgkMyiHcP,55,https://p.scdn.co/mp3-preview/fcc478527d7e6e23b7e19c83d97fec8c774e8866?cid=3502c8805da84b25aa0305556012150b,0.569,0.766,5,-6.329,1,0.108,0.000478,0.00363,0.0968,0.471,84.956,audio_features,258946,4
Guilty All the Same (feat. Rakim),Linkin Park,The Hunting Party,6L5QMBrydoaapTDMQ0Anui,61,https://p.scdn.co/mp3-preview/35809b0a80a3b84c9d0e77a222b20da95c3118c6?cid=3502c8805da84b25aa0305556012150b,0.566,0.969,2,-3.369,0,0.046,0.0287,0.000442,0.281,0.641,100.012,audio_features,355120,4
Torn to Pieces,Pop Evil,Onyx,2BVBr2nf93k2cPJGU9DDeN,46,https://p.scdn.co/mp3-preview/c0548b6fd61448a9d8ceb050cb6aefc7e8e5a3e3?cid=3502c8805da84b25aa0305556012150b,0.615,0.656,0,-5.661,1,0.0293,0.0128,7.67e-06,0.115,0.345,122.074,audio_features,196258,4
Painkiller,Three Days Grace,Human,6OMO6WdRhSfjMPAiPT94wH,73,https://p.scdn.co/mp3-preview/0c24c3201e30ed4e8269a554a6afde76954b0800?cid=3502c8805da84b25aa0305556012150b,0.376,0.95,9,-4.067,1,0.0641,0.00021,0.0,0.0377,0.438,178.018,audio_features,179160,4
Words As Weapons,Seether,Isolate And Medicate (Deluxe Edition),0aYQsp1vZZcX0JBEJvKF7N,64,,0.593,0.903,5,-5.537,0,0.0581,0.0113,0.000315,0.0449,0.614,109.858,audio_features,240200,4
1000hp,Godsmack,1000hp,0sr0z1ymk3w6eyoGKgeMkW,53,https://p.scdn.co/mp3-preview/63e1bdb6bf30a7f6655a01e34a3555148ee417d3?cid=3502c8805da84b25aa0305556012150b,0.521,0.942,6,-4.471,0,0.0512,3.99e-05,7.18e-06,0.0373,0.481,92.098,audio_features,226476,4
Messed up World (F'd up World),The Pretty Reckless,Messed up World (F'd up World) - Single,3JNjUfRar0IGtk1LMxJUmv,23,https://p.scdn.co/mp3-preview/6298fbd1b6d26cb5400972da8916aae2dc4d1c6f?cid=3502c8805da84b25aa0305556012150b,0.591,0.962,1,-3.485,1,0.0857,7.06e-05,2.26e-06,0.0658,0.586,127.993,audio_features,255000,4
Until It's Gone,Linkin Park,The Hunting Party,2n1jBz26dVBtSbMvJNjGsu,61,https://p.scdn.co/mp3-preview/03726ada7cbdf938d7dd3fb417e072d66bf3b479?cid=3502c8805da84b25aa0305556012150b,0.47,0.878,4,-3.391,0,0.0429,0.0172,0.054,0.235,0.322,114.986,audio_features,233240,4
World on Fire,Slash,World on Fire,50XuBmcV8THyLBczxD0c2k,56,https://p.scdn.co/mp3-preview/2eadf176e579e361d41b7d599801fae71dbeda21?cid=3502c8805da84b25aa0305556012150b,0.442,0.976,1,-3.064,1,0.0837,3.65e-05,0.0,0.378,0.516,174.047,audio_features,271031,4
Edge of a Revolution,Nickelback,No Fixed Address,1DMHL5xsJOlr8RWHmfhlHU,55,https://p.scdn.co/mp3-preview/c25d4ce787f8034ff70d09c7a8d7ea9072c504be?cid=3502c8805da84b25aa0305556012150b,0.535,0.922,2,-6.852,1,0.0406,0.000121,0.0,0.104,0.711,161.911,audio_features,243061,4
Something from Nothing,Foo Fighters,Sonic Highways,6REiraH7Pe3akd0mkFA4l9,57,https://p.scdn.co/mp3-preview/52ad13fa17474246440ba9a64dde9a690b835f1e?cid=3502c8805da84b25aa0305556012150b,0.228,0.856,2,-5.296,1,0.0541,0.000124,5.66e-05,0.285,0.427,186.969,audio_features,288453,4
I Am Machine,Three Days Grace,Human,2UDumaw7osnyjH7RZ2DLpB,71,https://p.scdn.co/mp3-preview/d0208e360e4afcb86bcf6a85ce724cc674482d34?cid=3502c8805da84b25aa0305556012150b,0.402,0.97,2,-4.538,0,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.106,audio_features,200147,4
Face Everything And Rise,Papa Roach,F.E.A.R.,4uDdtW0z7ozg9umqZWSQSe,61,https://p.scdn.co/mp3-preview/1ba778d503b8cdd97111377bb0a2760f28d4bf7a?cid=3502c8805da84b25aa0305556012150b,0.414,0.989,8,-2.257,1,0.0799,3e-05,0.0,0.301,0.359,139.964,audio_features,190587,4
Apocalyptic,Halestorm,Into the Wild Life (Deluxe),4DveRhd1VBtZyPodE3sbLj,51,https://p.scdn.co/mp3-preview/890ac0961236c22a7f35e6c2ed08a154440283f6?cid=3502c8805da84b25aa0305556012150b,0.528,0.98,6,-2.039,0,0.0792,0.0161,0.00179,0.818,0.795,139.876,audio_features,193613,4
Congregation,Foo Fighters,Sonic Highways,40cLVGkjzcZ5FJ3vHkXB0e,49,https://p.scdn.co/mp3-preview/ce929e12f1e4b11abf376f702ca9f5b09e171630?cid=3502c8805da84b25aa0305556012150b,0.405,0.91,2,-5.441,1,0.0428,5.61e-05,2.63e-05,0.0652,0.575,151.915,audio_features,311907,4
Coming For You,The Offspring,Let The Bad Times Roll (Deluxe Edition),0FLmCEO4OccwwiHxveEpt1,62,,0.509,0.913,0,-1.791,1,0.0804,9.52e-05,1.58e-06,0.067,0.533,139.425,audio_features,228587,4
Follow Me Down,The Pretty Reckless,Going to Hell,1RWk8tQCp57arHoeLJT9vJ,44,https://p.scdn.co/mp3-preview/d1a14e8956b82f49368635607c776ba671c16aef?cid=3502c8805da84b25aa0305556012150b,0.429,0.809,3,-4.694,1,0.0728,0.00216,0.00326,0.187,0.337,144.02,audio_features,281084,4
Heavy Is the Head,Zac Brown Band,JEKYLL + HYDE,5GYFgz8QsRssKk2ONcvnpo,54,https://p.scdn.co/mp3-preview/0f9ba3dfeb2875ef6d62c366f58871b3e3061187?cid=3502c8805da84b25aa0305556012150b,0.402,0.924,8,-3.433,1,0.0519,0.000356,0.00335,0.0834,0.68,170.739,audio_features,239747,4
Failure,Breaking Benjamin,Dark Before Dawn,4wh0E9OwMCxcaIKTg0Mts9,64,,0.462,0.89,1,-4.853,1,0.0382,2.99e-05,0.00909,0.0685,0.383,155.008,audio_features,214853,4
Little Monster,Royal Blood,Royal Blood,5fpj84RsT9cOTfWUCxBTXu,61,https://p.scdn.co/mp3-preview/20b50fb72b76b9596c645e99bc200d0796386a37?cid=3502c8805da84b25aa0305556012150b,0.454,0.882,5,-4.251,1,0.06,0.00122,0.00156,0.138,0.497,95.999,audio_features,212310,4
Amen,Halestorm,Into the Wild Life (Deluxe),6WXN5Pvim9BKB6Wb765II5,52,https://p.scdn.co/mp3-preview/db6fff2650383b93d8ca0a256a96062722be3c03?cid=3502c8805da84b25aa0305556012150b,0.555,0.974,4,-3.691,0,0.152,0.0567,0.0,0.202,0.369,159.943,audio_features,178227,4
Cut the Cord,Shinedown,Threat to Survival,4LFBVDJV0xpayUvquQVzhS,71,https://p.scdn.co/mp3-preview/ea1c66b2e677ae69a00aac4ddce11f99aee62a94?cid=3502c8805da84b25aa0305556012150b,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,audio_features,224597,4
The Vengeful One,Disturbed,Immortalized (Deluxe Edition),3jjU4Pky1ja5J1onU6ei4T,69,https://p.scdn.co/mp3-preview/93932371c218f993ac0eb9743ab288e75065124b?cid=3502c8805da84b25aa0305556012150b,0.238,0.967,4,-2.602,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128,audio_features,252003,4
Footsteps,Pop Evil,UP (Deluxe Edition),6hvSILCCQT5a0MRcOE36zd,58,https://p.scdn.co/mp3-preview/bd0378e75fddae23e92991890838216ccdd6b5ce?cid=3502c8805da84b25aa0305556012150b,0.641,0.734,5,-7.571,1,0.0779,0.0139,2.26e-06,0.062,0.757,92.056,audio_features,262107,4
The Otherside,Red Sun Rising,Polyester Zeal,3AoSqIShcfu9WMECozFOG1,48,,0.526,0.761,11,-6.151,1,0.0258,7.54e-05,0.907,0.109,0.282,100.057,audio_features,216107,4
Angels Fall,Breaking Benjamin,Dark Before Dawn,2D9BrlpeyjXF0vli2dYQ5V,69,,0.4,0.886,7,-5.078,1,0.0521,0.000868,0.000211,0.122,0.406,195.958,audio_features,228867,4
Throne,Bring Me The Horizon,That's The Spirit,0M3adYbGtyRHACP86dey1H,79,https://p.scdn.co/mp3-preview/b2da695e6b81068ff4a70c1416f4bd0c45e8d894?cid=3502c8805da84b25aa0305556012150b,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,audio_features,191520,4
The Light,Disturbed,Immortalized (Deluxe Edition),2AQq1I0LiIgfJ7vVLptvy8,62,https://p.scdn.co/mp3-preview/3c79d3c4bfd9f528e7d613f0114260f0fbfa40ed?cid=3502c8805da84b25aa0305556012150b,0.512,0.968,6,-3.874,1,0.0658,0.00456,1.24e-06,0.115,0.646,160.102,audio_features,256853,4
Wash It All Away,Five Finger Death Punch,Got Your Six,5nRBTzF9dLIlNqnl0xWo9g,67,https://p.scdn.co/mp3-preview/d72792b5eda0ba0609227b643fd3cf35a8f28466?cid=3502c8805da84b25aa0305556012150b,0.485,0.987,4,-3.1,1,0.0738,2.08e-05,0.0,0.267,0.272,123.576,audio_features,224906,4
State of My Head,Shinedown,Threat to Survival,1fnULsZuORnAgCFFbM8nTZ,66,https://p.scdn.co/mp3-preview/187346f7cf6ff1c18aa162435b0804a36aaf4952?cid=3502c8805da84b25aa0305556012150b,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0,0.0777,0.42,79.727,audio_features,205653,4
The Sound of Silence,Disturbed,Immortalized,1Cj2vqUwlJVG27gJrun92y,76,https://p.scdn.co/mp3-preview/c7b31e975ada3394607f622548c08a348297981f?cid=3502c8805da84b25aa0305556012150b,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,audio_features,248467,4
Emotionless,Red Sun Rising,Polyester Zeal,0uh5m7fyUP1UFN16lgojTN,42,,0.57,0.702,3,-6.22,0,0.0331,0.000703,0.0361,0.112,0.539,91.972,audio_features,262733,4
The Devil's Bleeding Crown,Volbeat,Seal The Deal & Let's Boogie (Deluxe),3TjQAc2PzWzlSDrnq61J1y,67,,0.32,0.909,7,-4.612,1,0.0412,1.62e-05,0.139,0.0443,0.21,109.649,audio_features,238653,3
Dark Necessities,Red Hot Chili Peppers,The Getaway,2oaK4JLVnmRGIO9ytBE1bt,76,https://p.scdn.co/mp3-preview/b2ed4a9710ca0512ce58df1702f375f4ad2e4c13?cid=3502c8805da84b25aa0305556012150b,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,audio_features,302000,4
Joyride (Omen),Chevelle,The North Corridor,3uJpLFPywddM2hhqgcgzfN,45,https://p.scdn.co/mp3-preview/2cd4e55de4fe9e644fb34107c7a6d5af95836271?cid=3502c8805da84b25aa0305556012150b,0.45,0.937,0,-4.471,0,0.0786,1.17e-05,0.714,0.102,0.27,91.011,audio_features,217507,4
Bang Bang,Green Day,Revolution Radio,278Ao6KQDxWGGszv24uvhI,61,https://p.scdn.co/mp3-preview/0779b8681d6ea8f773498f2a8ccd573aea4591e6?cid=3502c8805da84b25aa0305556012150b,0.499,0.958,9,-5.417,1,0.0898,0.000326,2.19e-06,0.432,0.359,127.491,audio_features,205440,4
Hardwired,Metallica,Hardwired…To Self-Destruct (Deluxe),0QV3swr7L8MZr72lL2izV1,66,,0.128,0.991,11,-3.289,1,0.0582,1.11e-05,0.00362,0.219,0.53,186.124,audio_features,189347,4
Take Me Down,The Pretty Reckless,Who You Selling For,2j219ocVSxgt7eZ3KNw9a6,53,,0.654,0.939,2,-3.829,1,0.0556,0.00581,0.0124,0.661,0.534,110.986,audio_features,253213,4
Feel Invincible,Skillet,Unleashed,0i8JFpqe9cKwnrcvoNgl1L,76,https://p.scdn.co/mp3-preview/405bd22441e5c13a677a5e0ac351aeffbc6b8255?cid=3502c8805da84b25aa0305556012150b,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,audio_features,229933,4
Open Your Eyes,Disturbed,Immortalized (Deluxe Edition),4YDdWcdzHhLDZ5d1j9nRaJ,57,https://p.scdn.co/mp3-preview/68f884666cc686900840e172769ad8309902ec82?cid=3502c8805da84b25aa0305556012150b,0.579,0.973,5,-2.152,0,0.09,0.000145,0.0567,0.226,0.677,116.025,audio_features,237347,4
My Name Is Human,Highly Suspect,The Boy Who Died Wolf,1euszbbvkUzQzIhZUWFmXG,65,https://p.scdn.co/mp3-preview/97b3459000674973e1cb30c8d1d2f4d36743c73f?cid=3502c8805da84b25aa0305556012150b,0.515,0.698,2,-5.572,0,0.0279,5.71e-05,8.64e-05,0.0827,0.194,139.96,audio_features,258773,4
Square Hammer,Ghost,Meliora (Deluxe Edition),5TNhjanmvwvmjCz2WYwSAv,69,,0.53,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.747,129.983,audio_features,239293,4
Still Breathing,Green Day,Revolution Radio,19YmvsVCetCBeVj6O2mljR,64,https://p.scdn.co/mp3-preview/df7c86a3c780d6f210e9c012d8685b251afe2d48?cid=3502c8805da84b25aa0305556012150b,0.54,0.902,1,-3.577,1,0.0442,0.0142,0.0,0.0756,0.692,75.033,audio_features,224760,4
"Atlas, Rise!",Metallica,Hardwired…To Self-Destruct,6fjer7Ed6ZUna1EMbwbDrN,51,,0.416,0.994,4,-3.354,0,0.0609,2.93e-05,0.0299,0.0704,0.434,95.205,audio_features,388625,4
How Did You Love,Shinedown,Threat to Survival,2le5xHvcWF8PDp608d4L8D,63,https://p.scdn.co/mp3-preview/8be4a004d0fae77bc74bffb7d7242ceaa7b91821?cid=3502c8805da84b25aa0305556012150b,0.331,0.75,5,-5.202,1,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,audio_features,187627,4
Never Again,Breaking Benjamin,Dark Before Dawn,07huQEWGQAe7aJaeR08Cag,58,,0.493,0.936,1,-4.525,1,0.0331,8.53e-06,9.73e-05,0.358,0.683,93.501,audio_features,223547,4
Help,Papa Roach,Crooked Teeth,0IbiFpXPFpvCAIs9WMX5wC,71,https://p.scdn.co/mp3-preview/20e44c6f17bebb6d804bab3cb5bf5328218d7332?cid=3502c8805da84b25aa0305556012150b,0.506,0.914,2,-4.786,1,0.0705,0.00085,3.1e-06,0.315,0.244,91.756,audio_features,214797,4
Let You Down,Seether,Poison The Parish (Deluxe Edition),0bKbN288jXK5tKxnEGK8xL,50,,0.476,0.809,2,-4.434,1,0.0327,2.66e-05,0.0797,0.0886,0.558,83.957,audio_features,250213,4
Black Rose,Volbeat,Seal The Deal & Let's Boogie (Deluxe),2PIrlAdig9MxYLMYId11rg,61,,0.488,0.884,4,-3.832,1,0.0543,0.0091,5.66e-06,0.0839,0.495,161.957,audio_features,235307,4
Song #3,Stone Sour,Hydrograd,5jsDxDkJ1PqyYUWhDMr86B,63,https://p.scdn.co/mp3-preview/fae8cf79c7066c6d1e087705e6c69c11dbb5a31a?cid=3502c8805da84b25aa0305556012150b,0.481,0.945,1,-5.468,1,0.0813,0.00264,0.0,0.135,0.427,157.059,audio_features,256533,4
Run,Foo Fighters,Concrete and Gold,1wLQwg0mloy3yXjL0jPE0N,61,https://p.scdn.co/mp3-preview/edd3c95807b566d82c67ecc03a47cfc7b6edc456?cid=3502c8805da84b25aa0305556012150b,0.365,0.892,4,-8.036,0,0.0786,3.31e-05,0.0948,0.751,0.176,136.133,audio_features,323373,4
Lights Out,Royal Blood,How Did We Get So Dark?,1060gzllf4b0UETAXisR5l,60,https://p.scdn.co/mp3-preview/44f4eab784989d82a286bd529e1ee8650b477e4e?cid=3502c8805da84b25aa0305556012150b,0.501,0.824,0,-7.25,1,0.0413,0.000127,0.000311,0.0922,0.57,89.972,audio_features,236427,4
Highway Tune,Greta Van Fleet,From The Fires,7aOor99o8NNLZYElOXlBG1,75,,0.582,0.962,4,-3.037,1,0.0542,0.0096,0.128,0.283,0.506,123.971,audio_features,180640,4
Rx (Medicate),Theory of a Deadman,Wake Up Call,2UZtI2HUyLRzqBjodvcUmY,68,https://p.scdn.co/mp3-preview/6519bcf9a44ca1437a98a2becf9b503e6cb31f3a?cid=3502c8805da84b25aa0305556012150b,0.639,0.71,1,-7.445,1,0.0275,0.0133,0.0,0.118,0.378,119.989,audio_features,233173,4
Go To War,NOTHING MORE,The Stories We Tell Ourselves,0w9kjN3wZAO8dNk11kv2XE,65,https://p.scdn.co/mp3-preview/1443c12e5d1eb15fa856110845e7199312ec3e00?cid=3502c8805da84b25aa0305556012150b,0.461,0.893,6,-4.806,0,0.089,0.0019,1.33e-06,0.0942,0.345,137.336,audio_features,245196,4
The Sky Is A Neighborhood,Foo Fighters,Concrete and Gold,3kdMzXOcrDIdSWLdONHNK5,65,https://p.scdn.co/mp3-preview/57cfb0881c441d3f1e9ba8c1550b355b0e7c5fde?cid=3502c8805da84b25aa0305556012150b,0.357,0.549,11,-7.843,0,0.0698,0.000798,0.00485,0.22,0.531,130.749,audio_features,244573,4
I Only Lie When I Love You,Royal Blood,How Did We Get So Dark?,1LbwMX3159t6QxG3u7DRWe,59,https://p.scdn.co/mp3-preview/94aedec1f83902b4ce5e6535f6330453cc0a7e75?cid=3502c8805da84b25aa0305556012150b,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,audio_features,169720,4
Born For Greatness,Papa Roach,Crooked Teeth,5NFXaR31k0gmII07w6OJIt,66,https://p.scdn.co/mp3-preview/11effdaba25b81e7e67dd3ab91fdee96af49da0e?cid=3502c8805da84b25aa0305556012150b,0.515,0.871,9,-4.812,0,0.0674,0.0539,0.0,0.056,0.289,134.015,audio_features,227847,4
Safari Song,Greta Van Fleet,From The Fires,1BfR5GMOgW0peHkPxrwf11,69,,0.362,0.928,2,-4.015,1,0.0503,0.164,1.61e-05,0.315,0.678,175.868,audio_features,234600,4
Waking Lions,Pop Evil,Pop Evil,0ZeefLILl0MXQIE1Lm6mCh,57,https://p.scdn.co/mp3-preview/0312c806d1971ac195f1bebbc66a49fa1cba9035?cid=3502c8805da84b25aa0305556012150b,0.504,0.973,6,-2.887,1,0.185,1.82e-05,0.0418,0.183,0.684,143.068,audio_features,234837,4
The Mountain,Three Days Grace,Outsider,5adBpeh1CjHAzlM2i8nYFR,63,https://p.scdn.co/mp3-preview/0d0213f3e5c165066c2f4f2dab787ccf28674054?cid=3502c8805da84b25aa0305556012150b,0.492,0.932,10,-4.689,1,0.052,0.000572,4.75e-06,0.123,0.33,92.497,audio_features,198360,4
Zombie,Bad Wolves,Disobey,5d8Wq39QLT6OQWsY9paz5n,78,https://p.scdn.co/mp3-preview/a1456264608de78842bf586f4bda3c3605c28e1e?cid=3502c8805da84b25aa0305556012150b,0.449,0.826,2,-3.244,0,0.0316,0.00765,0.0,0.117,0.19,77.079,audio_features,254805,4
Bulletproof,Godsmack,When Legends Rise,4Pp7tPCBM9ywQexWvCz6iH,64,https://p.scdn.co/mp3-preview/ec0d3caa407335bbcf2816bbb5562011fd00d591?cid=3502c8805da84b25aa0305556012150b,0.391,0.908,5,-3.267,0,0.134,0.000199,0.0,0.154,0.646,162.249,audio_features,177048,4
DEVIL,Shinedown,ATTENTION ATTENTION,2hEYslbdYWFSIA6JboUvnR,67,https://p.scdn.co/mp3-preview/f84b61c506fb1370fae3d31b8b7a6bed0418e648?cid=3502c8805da84b25aa0305556012150b,0.354,0.942,7,-3.245,1,0.237,0.00039,6.36e-06,0.431,0.242,119.992,audio_features,207987,4
Rats,Ghost,Prequelle,1WjcX541kITk0ACPf5K6Bp,60,,0.522,0.944,2,-5.731,0,0.0936,6.11e-06,0.482,0.135,0.236,124.029,audio_features,261573,4
Uncomfortable,Halestorm,Vicious,6qKSmXS6AOmSFAnmSxkASx,47,https://p.scdn.co/mp3-preview/bd5b8ccf10a7c4a7fc0964c00b3a74a10b6753c1?cid=3502c8805da84b25aa0305556012150b,0.533,0.976,0,-2.501,1,0.0814,0.00172,0.0,0.147,0.298,118.915,audio_features,220667,4
